domain,dimension,group,indicator,date,populationTotal,GNIperCap,value
social,income and work,World,societalPoverty,2016,6614462263.0,15170.96591587571,0.7564092754967889
social,income and work,World,societalPoverty,2017,6688718365.0,15640.688099790752,0.7470757922752238
social,income and work,World,societalPoverty,2018,6761079030.0,16072.741628426164,0.7395985409084032
social,income and work,World,societalPoverty,2019,6830768190.0,16421.106015567988,0.7343638883965226
social,income and work,World,societalPoverty,2020,6895905900.0,15783.783953880406,0.7402589505355965
social,income and work,World,societalPoverty,2021,6953749907.0,16650.605114805283,0.724897518149641
social,income and work,World,societalPoverty,2022,7008038580.0,17072.054188732785,0.7251347965678372
social,income and work,Bottom-40,societalPoverty,2000,2152166810.0,2684.540987586587,0.9851536152089692
social,income and work,Bottom-40,societalPoverty,2001,2197684548.0,2761.9152772266693,0.9847128408666084
social,income and work,Bottom-40,societalPoverty,2002,2242921415.0,2831.736967552635,0.9843504213064092
social,income and work,Bottom-40,societalPoverty,2003,2287917137.0,2952.6488941954885,0.9836472762711632
social,income and work,Bottom-40,societalPoverty,2004,2333234325.0,3107.9157096264053,0.982519004831108
social,income and work,Bottom-40,societalPoverty,2005,2378349208.0,3261.5690466070905,0.9814046367490888
social,income and work,Bottom-40,societalPoverty,2006,2423218342.0,3443.390378950363,0.9804346178248986
social,income and work,Bottom-40,societalPoverty,2007,2468657268.0,3617.817546211251,0.979658529120645
social,income and work,Bottom-40,societalPoverty,2008,2513881847.0,3697.124816600056,0.9786366437189878
social,income and work,Bottom-40,societalPoverty,2009,2559308024.0,3846.8486850046743,0.975989962650182
social,income and work,Bottom-40,societalPoverty,2010,2606087045.0,4031.517974801952,0.9724454745469242
social,income and work,Bottom-40,societalPoverty,2011,2653273258.0,4205.484918151589,0.9704736522434348
social,income and work,Bottom-40,societalPoverty,2012,2699712562.0,4307.931155000349,0.9695647280364028
social,income and work,Bottom-40,societalPoverty,2013,2744890513.0,4464.264962206906,0.9681906608610232
social,income and work,Bottom-40,societalPoverty,2014,2789473928.0,4677.0135558679485,0.9667838325282528
social,income and work,Bottom-40,societalPoverty,2015,2834464429.0,4896.494946821535,0.9647233639609162
social,income and work,Bottom-40,societalPoverty,2016,2881056442.0,5093.263739995784,0.963136404672038
social,income and work,Bottom-40,societalPoverty,2017,2928694123.0,5321.033159748209,0.9584096762013796
social,income and work,Bottom-40,societalPoverty,2018,2976363554.0,5542.574462796242,0.9572764016127392
social,income and work,Bottom-40,societalPoverty,2019,3024138146.0,5689.957997791354,0.95891632323052
social,income and work,Bottom-40,societalPoverty,2020,3072027706.0,5380.666398289855,0.960096829364263
social,income and work,Bottom-40,societalPoverty,2021,3118108328.0,5644.883166811784,0.9602217688577624
social,income and work,Bottom-40,societalPoverty,2022,3162808333.0,5919.2433894163305,0.9603022262605112
social,income and work,Middle-40,societalPoverty,2000,2592751898.0,7312.098806896094,0.9157565603336788
social,income and work,Middle-40,societalPoverty,2001,2614066024.0,7539.277300655871,0.9081484636132632
social,income and work,Middle-40,societalPoverty,2002,2634185782.0,7873.374107295923,0.900148511975068
social,income and work,Middle-40,societalPoverty,2003,2653891228.0,8260.572976113444,0.8936825706717516
social,income and work,Middle-40,societalPoverty,2004,2673999319.0,8781.082574536475,0.8827939714439852
social,income and work,Middle-40,societalPoverty,2005,2694227760.0,9274.027828050896,0.8728915002429545
social,income and work,Middle-40,societalPoverty,2006,2714683626.0,9945.011231973916,0.8593916981476889
social,income and work,Middle-40,societalPoverty,2007,2735651324.0,10735.517458556287,0.845916584654741
social,income and work,Middle-40,societalPoverty,2008,2757068724.0,11265.934437271057,0.8302844302745136
social,income and work,Middle-40,societalPoverty,2009,2779041246.0,11312.40308761485,0.8228290482792845
social,income and work,Middle-40,societalPoverty,2010,2801427738.0,11995.534448933788,0.8100047968045935
social,income and work,Middle-40,societalPoverty,2011,2824032009.0,12613.532583009252,0.7982261246856261
social,income and work,Middle-40,societalPoverty,2012,2847635551.0,13162.446563680129,0.780464153360061
social,income and work,Middle-40,societalPoverty,2013,2871568122.0,13638.526879014518,0.760191012251034
social,income and work,Middle-40,societalPoverty,2014,2895617962.0,14170.7463662643,0.7448792629902365
social,income and work,Middle-40,societalPoverty,2015,2919510161.0,14568.085637966657,0.7334837289520967
social,income and work,Middle-40,societalPoverty,2016,2941917647.0,15038.11237646045,0.7184840526150152
social,income and work,Middle-40,societalPoverty,2017,2963567593.0,15684.22987542288,0.7004689042384864
social,income and work,Middle-40,societalPoverty,2018,2983538738.0,16279.2163478289,0.6852134237903352
social,income and work,Middle-40,societalPoverty,2019,3000857871.0,16818.50916069114,0.6713675338782285
social,income and work,Middle-40,societalPoverty,2020,3014663946.0,16599.550420822263,0.6851972542921623
social,income and work,Middle-40,societalPoverty,2021,3024106694.0,17653.81745979935,0.6487719673513882
social,income and work,Middle-40,societalPoverty,2022,3031191417.0,18145.24577802818,0.6408770849837335
social,income and work,Top-20,societalPoverty,2000,704431661.0,45021.31052477,0.1885643085625682
social,income and work,Top-20,societalPoverty,2001,709326883.0,45406.449219400536,0.1857529526888469
social,income and work,Top-20,societalPoverty,2002,714414316.0,45674.09869176336,0.1820666880349889
social,income and work,Top-20,societalPoverty,2003,719811533.0,46293.1325179835,0.1762911800996078
social,income and work,Top-20,societalPoverty,2004,725506459.0,47452.46559520974,0.1685612862667304
social,income and work,Top-20,societalPoverty,2005,731313844.0,48404.64410144912,0.1670633000163729
social,income and work,Top-20,societalPoverty,2006,737186029.0,49396.2925502545,0.1640080221944043
social,income and work,Top-20,societalPoverty,2007,743550352.0,50170.56908482782,0.1519111075564168
social,income and work,Top-20,societalPoverty,2008,750009212.0,49840.54839263387,0.1559880104286106
social,income and work,Top-20,societalPoverty,2009,755902892.0,48010.16176476307,0.1540939455945082
social,income and work,Top-20,societalPoverty,2010,761316361.0,49098.50631469622,0.1579327809152655
social,income and work,Top-20,societalPoverty,2011,766664349.0,49837.892377986034,0.1608120154352314
social,income and work,Top-20,societalPoverty,2012,771963318.0,50018.15131849807,0.1633181679772594
social,income and work,Top-20,societalPoverty,2013,776975711.0,50252.20837517733,0.1648014291725102
social,income and work,Top-20,societalPoverty,2014,781820580.0,50950.16539208302,0.1637149989519804
social,income and work,Top-20,societalPoverty,2015,786585216.0,51713.56813556868,0.1545938260931274
social,income and work,Top-20,societalPoverty,2016,791488174.0,52348.11386710768,0.1448781614713012
social,income and work,Top-20,societalPoverty,2017,796456649.0,53425.63699421007,0.1433899024622282
social,income and work,Top-20,societalPoverty,2018,801176738.0,54423.306476644,0.1334546972504606
social,income and work,Top-20,societalPoverty,2019,805772173.0,55216.09641408557,0.1262087620738099
social,income and work,Top-20,societalPoverty,2020,809214248.0,52238.163836850224,0.1108143437727539
social,income and work,Top-20,societalPoverty,2021,811534885.0,55198.8088604655,0.104400818047932
social,income and work,Top-20,societalPoverty,2022,814038830.0,56408.20452714068,0.1251778459732508
social,income and work,World,youthNEET,2000,4258300203.0,13804.05181070608,
social,income and work,World,youthNEET,2001,4317755235.0,13890.286066008974,
social,income and work,World,youthNEET,2002,4377298652.0,13974.87151770608,
social,income and work,World,youthNEET,2003,4436767372.0,14213.698316937627,
social,income and work,World,youthNEET,2004,4496313473.0,14649.206695713325,
social,income and work,World,youthNEET,2005,4555555738.0,15018.309136424428,24.969113864509147
social,income and work,World,youthNEET,2006,4614780114.0,15476.362897482102,24.11990689724444
social,income and work,World,youthNEET,2007,4674230084.0,15914.08486784246,23.54177375833243
social,income and work,World,youthNEET,2008,4733737187.0,15967.665858859737,22.987336040683992
social,income and work,World,youthNEET,2009,4793753743.0,15465.178148533094,22.8826141899112
social,income and work,World,youthNEET,2010,4854438773.0,15919.082468029896,22.47018086053236
social,income and work,World,youthNEET,2011,4915993170.0,16214.133201281373,21.951710603307244
social,income and work,World,youthNEET,2012,4977653135.0,16372.12278460749,21.829306598606145
social,income and work,World,youthNEET,2013,5039163494.0,16566.04966207905,21.675702195784293
social,income and work,World,youthNEET,2014,5101185152.0,16796.07898171256,21.743664461572465
social,income and work,World,youthNEET,2015,5162778897.0,17026.16135407534,21.914756714868474
social,income and work,World,youthNEET,2016,5223275190.0,17215.8902947744,22.38335097500208
social,income and work,World,youthNEET,2017,5282843972.0,17583.324472511642,22.368349724869077
social,income and work,World,youthNEET,2018,5341100432.0,17894.285868872554,22.41271336681259
social,income and work,World,youthNEET,2019,5397941221.0,18087.125394881383,22.55358508308848
social,income and work,World,youthNEET,2020,5451974461.0,17132.578923078847,23.15060642992937
social,income and work,World,youthNEET,2021,5500634293.0,17944.237292674556,21.6898989388511
social,income and work,World,youthNEET,2022,5546732777.0,18375.9105148735,20.3070253101288
social,income and work,Bottom-40,youthNEET,2000,1964208929.0,2685.043898866645,
social,income and work,Bottom-40,youthNEET,2001,2004223017.0,2760.762021866834,
social,income and work,Bottom-40,youthNEET,2002,2044936485.0,2838.86732138466,
social,income and work,Bottom-40,youthNEET,2003,2085514362.0,2968.997118766286,
social,income and work,Bottom-40,youthNEET,2004,2125536982.0,3131.20348877371,
social,income and work,Bottom-40,youthNEET,2005,2165189197.0,3295.1341858839087,31.223480262080766
social,income and work,Bottom-40,youthNEET,2006,2204325730.0,3487.1386077145817,30.152795889689177
social,income and work,Bottom-40,youthNEET,2007,2242822106.0,3673.3266582465776,29.22098603901974
social,income and work,Bottom-40,youthNEET,2008,2281328821.0,3754.780899489421,28.211148889018265
social,income and work,Bottom-40,youthNEET,2009,2320683047.0,3919.548410273382,27.28614651018953
social,income and work,Bottom-40,youthNEET,2010,2360940735.0,4118.511465415591,26.548909146853727
social,income and work,Bottom-40,youthNEET,2011,2401872638.0,4263.217063388429,25.852951629978715
social,income and work,Bottom-40,youthNEET,2012,2442649673.0,4415.367799580202,26.038501219661946
social,income and work,Bottom-40,youthNEET,2013,2482896383.0,4608.864138968343,25.72512274434197
social,income and work,Bottom-40,youthNEET,2014,2522769607.0,4847.28726759176,26.21662807092196
social,income and work,Bottom-40,youthNEET,2015,2562032049.0,5087.6526970775085,26.641162171907936
social,income and work,Bottom-40,youthNEET,2016,2601737248.0,5311.393733525916,27.57263496173141
social,income and work,Bottom-40,youthNEET,2017,2642135730.0,5557.466667592415,27.8774040780218
social,income and work,Bottom-40,youthNEET,2018,2682203135.0,5800.429811362861,27.954556141964453
social,income and work,Bottom-40,youthNEET,2019,2721824313.0,5964.230593600589,28.40283024288791
social,income and work,Bottom-40,youthNEET,2020,2761429925.0,5635.885861530438,28.003152905932364
social,income and work,Bottom-40,youthNEET,2021,2799105553.0,5896.876638415241,26.052872750096924
social,income and work,Bottom-40,youthNEET,2022,2835178815.0,6197.205433451961,24.03640857809528
social,income and work,Middle-40,youthNEET,2000,1446252852.0,11373.12209111469,
social,income and work,Middle-40,youthNEET,2001,1460334179.0,11542.80515099872,
social,income and work,Middle-40,youthNEET,2002,1473649722.0,11772.842535075551,
social,income and work,Middle-40,youthNEET,2003,1486755199.0,12142.947330771216,
social,income and work,Middle-40,youthNEET,2004,1500250632.0,12746.378815640464,
social,income and work,Middle-40,youthNEET,2005,1513729016.0,13259.553586377446,23.910740190164923
social,income and work,Middle-40,youthNEET,2006,1527595519.0,13974.261940565617,23.129765388756027
social,income and work,Middle-40,youthNEET,2007,1541788439.0,14735.119861751113,22.80738825632635
social,income and work,Middle-40,youthNEET,2008,1555964129.0,15154.733076032497,22.31100219178104
social,income and work,Middle-40,youthNEET,2009,1570406992.0,14649.54127240417,22.45418610652535
social,income and work,Middle-40,youthNEET,2010,1585171053.0,15229.176261525254,22.15737380384129
social,income and work,Middle-40,youthNEET,2011,1600321493.0,15725.794196009843,21.719205668583506
social,income and work,Middle-40,youthNEET,2012,1615847031.0,16042.243240087288,21.12608811086197
social,income and work,Middle-40,youthNEET,2013,1632046731.0,16325.644673940147,20.937723284704244
social,income and work,Middle-40,youthNEET,2014,1649313614.0,16490.26298551394,20.673019368740004
social,income and work,Middle-40,youthNEET,2015,1666873897.0,16593.187145171454,20.749150835947987
social,income and work,Middle-40,youthNEET,2016,1682812715.0,16691.400249616003,20.916832701027577
social,income and work,Middle-40,youthNEET,2017,1697154935.0,17047.19587307313,20.659490678046627
social,income and work,Middle-40,youthNEET,2018,1710832438.0,17326.80189140739,20.68666473247238
social,income and work,Middle-40,youthNEET,2019,1723700204.0,17494.715379500933,20.515486391507093
social,income and work,Middle-40,youthNEET,2020,1735052278.0,16790.556874658258,21.89918954884943
social,income and work,Middle-40,youthNEET,2021,1744229316.0,17601.37713102611,20.86970193367052
social,income and work,Middle-40,youthNEET,2022,1752306923.0,18080.26290573061,20.153018032161253
social,income and work,Top-20,youthNEET,2000,847838422.0,43710.450251831775,
social,income and work,Top-20,youthNEET,2001,853198039.0,44052.28093231957,
social,income and work,Top-20,youthNEET,2002,858712445.0,44273.0706736065,
social,income and work,Top-20,youthNEET,2003,864497811.0,44901.67149874854,
social,income and work,Top-20,youthNEET,2004,870525859.0,46051.67478116888,
social,income and work,Top-20,youthNEET,2005,876637525.0,47010.06201696477,11.349122389153942
social,income and work,Top-20,youthNEET,2006,882858865.0,48010.16803240224,10.770189102048606
social,income and work,Top-20,youthNEET,2007,889619539.0,48817.54127794255,10.49665136356678
social,income and work,Top-20,youthNEET,2008,896444237.0,48458.81198102088,10.8673589692116
social,income and work,Top-20,youthNEET,2009,902663704.0,46567.158796825854,12.306808047972648
social,income and work,Top-20,youthNEET,2010,908326985.0,47795.34355276261,12.414569591059768
social,income and work,Top-20,youthNEET,2011,913799039.0,48481.706943656434,12.104686205267502
social,income and work,Top-20,youthNEET,2012,919156431.0,48727.0055161179,11.879646180955676
social,income and work,Top-20,youthNEET,2013,924220380.0,49113.27055456763,12.100198608766885
social,income and work,Top-20,youthNEET,2014,929101931.0,49783.240067127146,11.498903578051006
social,income and work,Top-20,youthNEET,2015,933872951.0,50551.65876768284,11.028603268775903
social,income and work,Top-20,youthNEET,2016,938725227.0,51150.19793107228,10.629881990515637
social,income and work,Top-20,youthNEET,2017,943553307.0,52222.42927574261,10.015607496132702
social,income and work,Top-20,youthNEET,2018,948064859.0,53133.48739736617,9.8488386920794
social,income and work,Top-20,youthNEET,2019,952416704.0,53804.188037275264,9.526150236472544
social,income and work,Top-20,youthNEET,2020,955492258.0,50979.77980007228,11.398869828163486
social,income and work,Top-20,youthNEET,2021,957299424.0,53794.94396934196,10.427160979321762
social,income and work,Top-20,youthNEET,2022,959247039.0,54911.72513650057,9.565683407504372
social,water,World,drinkingH2O,2000,3106874362.0,17140.667342915134,60.68706765793308
social,water,World,drinkingH2O,2001,3147345703.0,17283.330877200082,60.6806280208704
social,water,World,drinkingH2O,2002,3187834256.0,17416.680692490623,60.70702796644276
social,water,World,drinkingH2O,2003,3228391076.0,17658.316172354902,60.73745728910996
social,water,World,drinkingH2O,2004,3269189857.0,18189.75233340712,60.8449193006779
social,water,World,drinkingH2O,2005,3310183500.0,18589.064584007105,60.95970695494521
social,water,World,drinkingH2O,2006,3351236628.0,19093.633142663035,61.08341867045704
social,water,World,drinkingH2O,2007,3392526466.0,19583.397706067968,61.23191086181295
social,water,World,drinkingH2O,2008,3434876646.0,19640.163229240527,61.39897874781592
social,water,World,drinkingH2O,2009,3478301287.0,18929.624104755232,61.58124885331171
social,water,World,drinkingH2O,2010,3522427332.0,19436.85139764196,61.76606133874994
social,water,World,drinkingH2O,2011,3567860672.0,19733.84644838837,61.951800751387424
social,water,World,drinkingH2O,2012,3614012067.0,19882.734079546903,62.16670829714664
social,water,World,drinkingH2O,2013,3660572929.0,20044.53325429425,62.35052103207882
social,water,World,drinkingH2O,2014,3707520953.0,20255.09830210746,62.5242207624708
social,water,World,drinkingH2O,2015,3753981981.0,20428.622225354786,62.70196185608194
social,water,World,drinkingH2O,2016,3800117560.0,20597.888985097263,62.85116968317345
social,water,World,drinkingH2O,2017,3846427812.0,20932.065164018644,62.99431077997443
social,water,World,drinkingH2O,2018,3892633363.0,21236.91959360604,63.12714644170555
social,water,World,drinkingH2O,2019,3938252720.0,21446.43173249228,63.23917238575072
social,water,World,drinkingH2O,2020,3981745176.0,20300.952913900743,63.30418432056468
social,water,World,drinkingH2O,2021,4022349653.0,21159.8107205758,63.33592141677411
social,water,World,drinkingH2O,2022,4061989045.0,21527.829858278696,63.3620702826235
social,water,Bottom-40,drinkingH2O,2000,1054470022.0,2565.469993173845,28.67848742557131
social,water,Bottom-40,drinkingH2O,2001,1078630276.0,2634.963508315605,28.93652634934632
social,water,Bottom-40,drinkingH2O,2002,1103442948.0,2713.0850272155794,29.310992681848692
social,water,Bottom-40,drinkingH2O,2003,1128272108.0,2802.7578677237548,29.685118869196977
social,water,Bottom-40,drinkingH2O,2004,1152739114.0,2942.684180764058,30.09812916586703
social,water,Bottom-40,drinkingH2O,2005,1177225751.0,3062.59655924197,30.491582028410203
social,water,Bottom-40,drinkingH2O,2006,1201784365.0,3219.451886401424,30.865944170712662
social,water,Bottom-40,drinkingH2O,2007,1226168076.0,3353.9279084774603,31.278515897983127
social,water,Bottom-40,drinkingH2O,2008,1250880780.0,3462.6184213511783,31.75661506723156
social,water,Bottom-40,drinkingH2O,2009,1276635316.0,3556.364950798276,32.30789146133858
social,water,Bottom-40,drinkingH2O,2010,1303436768.0,3691.682698049829,32.8708738018463
social,water,Bottom-40,drinkingH2O,2011,1331105890.0,3805.874160398956,33.45367253899599
social,water,Bottom-40,drinkingH2O,2012,1358875246.0,3934.7219017363623,34.112540893417794
social,water,Bottom-40,drinkingH2O,2013,1386484874.0,4090.3254721487447,34.66340259025558
social,water,Bottom-40,drinkingH2O,2014,1414385985.0,4260.264332268811,35.19368251305482
social,water,Bottom-40,drinkingH2O,2015,1442454925.0,4387.760548720054,35.710639238050064
social,water,Bottom-40,drinkingH2O,2016,1471236066.0,4494.331337270759,36.19610433489557
social,water,Bottom-40,drinkingH2O,2017,1501059086.0,4614.770800238382,36.678271741628905
social,water,Bottom-40,drinkingH2O,2018,1531255584.0,4773.7833522358005,37.167175088155005
social,water,Bottom-40,drinkingH2O,2019,1561757660.0,4914.764402729938,37.6331900250748
social,water,Bottom-40,drinkingH2O,2020,1593495343.0,4761.126270664425,38.07663936905247
social,water,Bottom-40,drinkingH2O,2021,1625700933.0,4840.501745478694,38.48413724115942
social,water,Bottom-40,drinkingH2O,2022,1657748116.0,5017.368042584672,38.82453003656605
social,water,Middle-40,drinkingH2O,2000,1171366737.0,10961.722899358358,62.1929498759302
social,water,Middle-40,drinkingH2O,2001,1182137543.0,11249.691089875285,62.399945350096
social,water,Middle-40,drinkingH2O,2002,1192136458.0,11552.629026043764,62.58548208470474
social,water,Middle-40,drinkingH2O,2003,1201938068.0,11864.368363308577,62.75840101560912
social,water,Middle-40,drinkingH2O,2004,1212109060.0,12486.171116438434,63.06055018850658
social,water,Middle-40,drinkingH2O,2005,1222323936.0,12936.629740296186,63.36087659407826
social,water,Middle-40,drinkingH2O,2006,1232328721.0,13574.13400743616,63.68111194007045
social,water,Middle-40,drinkingH2O,2007,1242199242.0,14337.775593187587,64.00060646617221
social,water,Middle-40,drinkingH2O,2008,1252786710.0,14814.069414293484,64.31179882851984
social,water,Middle-40,drinkingH2O,2009,1264042051.0,14359.170261195895,64.61881054131948
social,water,Middle-40,drinkingH2O,2010,1275374286.0,14903.963051837816,64.90319853217167
social,water,Middle-40,drinkingH2O,2011,1287038211.0,15340.125126611563,65.17447137265401
social,water,Middle-40,drinkingH2O,2012,1299280617.0,15669.35564854578,65.43943310894568
social,water,Middle-40,drinkingH2O,2013,1312391100.0,15910.589391385693,65.7168796819327
social,water,Middle-40,drinkingH2O,2014,1325922673.0,16089.136241008951,65.9854172189189
social,water,Middle-40,drinkingH2O,2015,1338881472.0,16140.64567935883,66.27128280419801
social,water,Middle-40,drinkingH2O,2016,1350873013.0,16311.20750854374,66.51756009764503
social,water,Middle-40,drinkingH2O,2017,1362343261.0,16635.59021386123,66.76511971907935
social,water,Middle-40,drinkingH2O,2018,1373729760.0,16956.767375461583,66.97662558066901
social,water,Middle-40,drinkingH2O,2019,1384575451.0,17197.426340908914,67.155395741707
social,water,Middle-40,drinkingH2O,2020,1393732501.0,16432.15001935703,67.27954017803049
social,water,Middle-40,drinkingH2O,2021,1400811716.0,17137.124894500303,67.38008539151086
social,water,Middle-40,drinkingH2O,2022,1406639158.0,17524.104335411233,67.5187589366378
social,water,Top-20,drinkingH2O,2000,881037603.0,42800.09275678073,96.99442599642347
social,water,Top-20,drinkingH2O,2001,886577884.0,43149.94120602759,97.00871624117164
social,water,Top-20,drinkingH2O,2002,892254850.0,43435.40026600493,97.02440981186967
social,water,Top-20,drinkingH2O,2003,898180900.0,44072.90427991882,97.04020891653768
social,water,Top-20,drinkingH2O,2004,904341683.0,45269.40017145656,97.06733607231844
social,water,Top-20,drinkingH2O,2005,910633813.0,46248.11263099622,97.12446786515008
social,water,Top-20,drinkingH2O,2006,917123542.0,47311.40203167276,97.18943368657358
social,water,Top-20,drinkingH2O,2007,924159148.0,48167.39822785916,97.25235730055068
social,water,Top-20,drinkingH2O,2008,931209156.0,47863.94721054455,97.2984547148306
social,water,Top-20,drinkingH2O,2009,937623920.0,46022.88705006844,97.34377095101397
social,water,Top-20,drinkingH2O,2010,943616278.0,47312.54796225635,97.43948763556854
social,water,Top-20,drinkingH2O,2011,949716571.0,48012.49902537036,97.52696824675613
social,water,Top-20,drinkingH2O,2012,955856204.0,48282.11024640278,97.60083068667056
social,water,Top-20,drinkingH2O,2013,961696955.0,48687.25563889269,97.67328213280216
social,water,Top-20,drinkingH2O,2014,967212295.0,49355.85797660067,97.7457037618868
social,water,Top-20,drinkingH2O,2015,972645584.0,50120.12831099806,97.8173925118488
social,water,Top-20,drinkingH2O,2016,978008481.0,50743.73914607929,97.88467530360349
social,water,Top-20,drinkingH2O,2017,983025465.0,51802.57436094083,97.95250320007727
social,water,Top-20,drinkingH2O,2018,987648019.0,52714.7752477123,98.02136622336953
social,water,Top-20,drinkingH2O,2019,991919609.0,53406.20584477222,98.08880340491189
social,water,Top-20,drinkingH2O,2020,994517332.0,50621.91037823265,98.15465059073632
social,water,Top-20,drinkingH2O,2021,995837004.0,53459.615942198536,98.2175901077832
social,water,Top-20,drinkingH2O,2022,997601771.0,54609.15050842628,98.27590173153048
social,water,World,sanitation,2000,5378183573.0,11804.871082894484,33.68982623467255
social,water,World,sanitation,2001,5445166424.0,11933.853725933806,34.0756382447039
social,water,World,sanitation,2002,5511978441.0,12063.380509890856,34.581172923020176
social,water,World,sanitation,2003,5578561403.0,12350.50919369416,35.43453190835837
social,water,World,sanitation,2004,5645403732.0,12833.509574782594,36.558901055377234
social,water,World,sanitation,2005,5712594523.0,13255.43177532767,37.66574483401654
social,water,World,sanitation,2006,5779723403.0,13788.80853587095,38.81701027868911
social,water,World,sanitation,2007,5847831575.0,14327.578148314524,40.02580055210992
social,water,World,sanitation,2008,5917136294.0,14531.76251892094,41.26730734388652
social,water,World,sanitation,2009,5987090668.0,14239.762973180745,42.54394259354311
social,water,World,sanitation,2010,6057241396.0,14784.79375539475,43.8340677534108
social,water,World,sanitation,2011,6127527177.0,15186.432389837946,45.14157805635623
social,water,World,sanitation,2012,6199589650.0,15507.122255672495,46.483508865252766
social,water,World,sanitation,2013,6273500093.0,15800.10581172948,47.84748203818302
social,water,World,sanitation,2014,6347198489.0,16155.19441664527,49.24802542638562
social,water,World,sanitation,2015,6419580785.0,16488.692841459277,50.66770139516257
social,water,World,sanitation,2016,6491362414.0,16792.457662516023,52.098756479488834
social,water,World,sanitation,2017,6562508271.0,17255.224307859957,53.52023806376334
social,water,World,sanitation,2018,6630395543.0,17675.191375031754,54.9333127534244
social,water,World,sanitation,2019,6694794119.0,18001.57314011174,56.32548198207591
social,water,World,sanitation,2020,6754127868.0,17253.742228800053,57.21746552232013
social,water,World,sanitation,2021,6806191402.0,18187.63309757008,58.05144815277588
social,water,World,sanitation,2022,6855197810.0,18651.182858371118,58.83209590721093
social,water,Bottom-40,sanitation,2000,2025716919.0,2486.8632270620437,14.131579001802889
social,water,Bottom-40,sanitation,2001,2066826178.0,2566.962759679945,14.997475045898462
social,water,Bottom-40,sanitation,2002,2108355137.0,2633.2290368417125,15.910673706830114
social,water,Bottom-40,sanitation,2003,2149827294.0,2753.753591352539,16.825430961150865
social,water,Bottom-40,sanitation,2004,2191364325.0,2904.468903073545,18.242968828651687
social,water,Bottom-40,sanitation,2005,2232660965.0,3054.663111628475,19.52017127811405
social,water,Bottom-40,sanitation,2006,2273323951.0,3234.6572448519933,20.80042706523053
social,water,Bottom-40,sanitation,2007,2313898410.0,3410.4207119574808,22.134207178145644
social,water,Bottom-40,sanitation,2008,2354405948.0,3494.364854150077,23.47561309615026
social,water,Bottom-40,sanitation,2009,2395212515.0,3653.9866407856007,24.809102729290377
social,water,Bottom-40,sanitation,2010,2437185085.0,3856.5562005249694,26.138138928681617
social,water,Bottom-40,sanitation,2011,2479945134.0,3992.973815987764,27.47556096879917
social,water,Bottom-40,sanitation,2012,2523111583.0,4135.440946776579,28.81039251733114
social,water,Bottom-40,sanitation,2013,2566756006.0,4319.93701987026,30.14175204401174
social,water,Bottom-40,sanitation,2014,2610395060.0,4541.527542291532,31.495115042207548
social,water,Bottom-40,sanitation,2015,2654080404.0,4759.986748302866,32.84820365746776
social,water,Bottom-40,sanitation,2016,2699103202.0,4965.370691619974,34.203449753293455
social,water,Bottom-40,sanitation,2017,2744639872.0,5198.870825564547,35.51042155194276
social,water,Bottom-40,sanitation,2018,2789234139.0,5426.52687378534,36.770017002242575
social,water,Bottom-40,sanitation,2019,2833251965.0,5588.548589423963,38.01430307847975
social,water,Bottom-40,sanitation,2020,2877270629.0,5281.435276961947,39.24526785390695
social,water,Bottom-40,sanitation,2021,2919388351.0,5524.204243343167,40.435661363931054
social,water,Bottom-40,sanitation,2022,2959734990.0,5799.136966265341,41.55383408854624
social,water,Middle-40,sanitation,2000,2430214080.0,7789.552898021705,27.79870364077802
social,water,Middle-40,sanitation,2001,2449633983.0,7992.08088723415,28.11318746828706
social,water,Middle-40,sanitation,2002,2468326997.0,8244.744065299968,28.640448377901823
social,water,Middle-40,sanitation,2003,2486611321.0,8608.639900163098,29.924282990016323
social,water,Middle-40,sanitation,2004,2504878737.0,9194.604428333312,31.36395151259027
social,water,Middle-40,sanitation,2005,2523261598.0,9737.77386694342,32.871138556048095
social,water,Middle-40,sanitation,2006,2541391775.0,10481.609044046008,34.449175508177355
social,water,Middle-40,sanitation,2007,2559588050.0,11326.000188380662,36.08222213490821
social,water,Middle-40,sanitation,2008,2578816022.0,11904.107433399238,37.77670127195918
social,water,Middle-40,sanitation,2009,2599133237.0,11889.650094575858,39.57358306714548
social,water,Middle-40,sanitation,2010,2619727412.0,12592.006020681398,41.43596188507832
social,water,Middle-40,sanitation,2011,2640308451.0,13186.847001527176,43.34597873114333
social,water,Middle-40,sanitation,2012,2662262640.0,13783.606920015462,45.33551038984222
social,water,Middle-40,sanitation,2013,2685841709.0,14248.02786516206,47.384127920582
social,water,Middle-40,sanitation,2014,2709496951.0,14721.699607335542,49.48971116826512
social,water,Middle-40,sanitation,2015,2731890650.0,15110.805635637353,51.64500579841216
social,water,Middle-40,sanitation,2016,2752378242.0,15517.172597643135,53.8324663402702
social,water,Middle-40,sanitation,2017,2771876668.0,16146.060775853604,56.05234524420192
social,water,Middle-40,sanitation,2018,2789329956.0,16719.893389721994,58.302657936533706
social,water,Middle-40,sanitation,2019,2804189898.0,17228.992750958587,60.52561761069291
social,water,Middle-40,sanitation,2020,2816295528.0,16920.565146767476,61.609241826592
social,water,Middle-40,sanitation,2021,2824620223.0,18050.298245749156,62.60656402035706
social,water,Middle-40,sanitation,2022,2830782884.0,18565.407746309567,63.52788220115607
